ISO 639-3	Population	Name
mbh	2,500 (1998 SIL).	Mangseng
mbi	14,600 (2000). Few monolinguals.	Manobo, Ilianen
mbj	400 (Moore 2006). Deb, a separate ethnic group from the Nadëb, now reclaiming their identity by using Nadëb. 280 Deb (2008 M. Rodriquez), 580 Nadëb (2009 FUNASA). Ethnic population: 850 (2010 S. Anonby).	Nadëb
mbk	3,330.	Malol
mbd	10,000 (1978 SIL).	Manobo, Dibabawon
mbe	No known L1 speakers. Last speaker died in 1958 (Golla 2007).	Molale
mbf	10,000 (Pakir 1986). Ethnic population: 250,000 (1986). Total users in all countries: 12,000.	Malay, Baba
soj	7,030 (2000).	Soi
som	7,820,000 (2015). Total users in all countries: 16,492,000 (as L1: 16,396,400; as L2: 95,600).	Somali
mba	30,000 (1996 NTM).	Higaonon
mbb	15,000 (2008 SIL). Ethnic population: 15,000.	Manobo, Western Bukidnon
mbc	16,500 (Moore 2006). Ethnic population: 23,400 (2001 FUNASA). Total users in all countries: 18,030.	Macushi
soq	2,200 (1998 SIL).	Kanasi
sop	1,000,000 (Hoffman 1991). 150,000 in Western Kalebwe (1982 UBS).	Songe
sos	16,000 (2009 UNSD).	Seeku
sor	7,410 (1993 census).	Somrai
mbx	80 (Wurm 2000).	Mari
mby		Memoni
mbz	5,630 (2000 INALI). 500 monolinguals (2005 census). Ethnic population: 12,000.	Mixtec, Amoltepec
sov	360 (2007 R. Dongosaro). About 60 on the outer islands (Sonsoral 30, Pulo Anna 10, Merir 3) and 300 in Koror town, Echang village.	Sonsorolese
mbt	50,000 (2010 SIL), increasing. 5,000 monolinguals.	Manobo, Matigsalug
mbu	100,000 (2012 M. Rueck, Z. Yoder, and K. Hannelová).	Mbula-Bwazza
mbv	5,000 (1998 B. Willits).	Mbulungish
mbw	11,000 (1998 SIL).	Maring
mbp	1,850 (Crevels 2007). Ethnic population: 1,850 (Crevels 2007).	Malayo
mbq	2,610 (2000 census). 600 in Kosirava dialect.	Maisin
mbr	700 (2010 A. Gonzalez). 400 monolinguals.	Nukak Makú
mbs	58,000 (2000 census).	Manobo, Sarangani
azj	8,250,000 (2011 UNSD). 4,000,000 monolinguals. Total users in all countries: 9,227,260.	Azerbaijani, North
azm	2,030 (2011 UNSD). 20 monolinguals (2000 census).	Amuzgo, Ipalapa
azn	900 (2011 SIL).	Nahuatl, Western Durango
azo	19,000 (2001 SIL).	Awing
aza	53,000 (2007 J. Pelkey).	Azha
azb	11,100,000 (2015 M. Izady). Ethnic population: 18,700,000. Total users in all countries: 13,973,280.	Azerbaijani, South
azd	400 (2011 SIL).	Nahuatl, Eastern Durango
aze	23,200,540 A macrolanguage. Population total all languages: 23,200,540	Azerbaijani
azg	5,200 (2011 UNSD).	Amuzgo, San Pedro Amuzgos
azz	125,000 (1983). All Nahuatl variety speakers: 1,740,000.	Nahuatl, Highland Puebla
azt	300 (Wurm 2000). Ethnic population: 600.	Atta, Faire
khx	3,500 (Welmers 1971a).	Kanu
khy	160,000 (1980 UBS).	Kele
khz	19,400 (2000 D. Tryon).	Keapara
khp	200 (2006 SIL).	Kapauri
khq	200,000 (1999 SIL), increasing.	Songhay, Koyra Chiini
khr	240,000 (2001 census). Total users in all countries: 240,240.	Kharia
khs	600 (1990 SIL).	Kasua
kht	8,000 (2000). Total users in all countries: 13,000.	Khamti
khu	150,000 (1996 UBS).	Nkumbi
khv	1,740 (2010 census). 1,000 Inxokvari speakers (Salminen 2007). Ethnic population: 4,000 (2014 NCRP).	Khvarshi
khw	270,000 (2004 J. Leclerc). Total users in all countries: 289,200.	Khowar
khh	200 (2007 SIL).	Kehu
khj	10,500 (2000).	Kuturmi
khk	2,600,000 (2012). 32,300 Dariganga, 20,400 Darkhat. Total users in all countries: 2,626,590.	Mongolian, Halh
khl	2,000 (1994 SIL).	Lusi
khm	17,390,040 16,000,000 in Cambodia, all users. 15,000,000 (2015). 1,000,000. Total users in all countries: 17,390,040 (as L1: 16,390,040; as L2: 1,000,000).	Khmer
khn	21,900 (2001 census).	Khandesi
kha	843,000 (2001 census).	Khasi
khb	280,000 (2000 census). 140,000 monolinguals. Total users in all countries: 550,960.	Lü
khc	120,000 (1995 SIL). 60,000 in Maluku.	Tukang Besi North
khd	10 (1996 M. Donohue).	Kanum, Bädi
khe	3,500 (2007 P. de Vries). 3,000 monolinguals.	Korowai
khf	8,000 (1995 L. Chazee). Total users in all countries: 9,000.	Khuen
khg	1,380,000 (1994). 996,000 Eastern, 135,000 Southern, 158,000 Western, 91,000 Northern. Total users in all countries: 1,380,300.	Tibetan, Khams
xkj		Kajali
xkk	3,370 (2007).	Kaco’
xki	340,000 (2007 DOOR), increasing. Another estimate: 600,000 (over 1% of general population, Wilson and Kakiri 2011).	Kenyan Sign Language
xkn	2,000 (Wurm and Hattori 1981).	Kayan, Kayan River
xko	2,360 (1985 F. Proschan).	Kiorr
xkl	12,000 (2007 A. Soriente), decreasing. No monolinguals. Total users in all countries: 52,000.	Kenyah, Mainstream
xkb	30,000 (2002 SIL). All Nago: 459,000 (2014 J. Leclerc). Total users in all countries: 70,000.	Nago, Northern
xkc		Kho’ini
xka	5,100 (2004 J. Leclerc).	Kalkoti
xkf	65,000, all users. 50,000 (2003 SIL). 15,000. 30,000 monolinguals.	Khengkha
xkg	15,000 (2001 V. Vydrin). Ethnic population: 30,000 (2001 V. Vydrin).	Kagoro
xkd	1,500 (Wurm and Hattori 1981).	Kayan, Mendalam
xke	500 (2003).	Kereho
xkz	15,000 (2011 SIL).	Kurtokha
xkx	550 (2003 SIL). Ethnic population: 930 (2000 census).	Karore
xky	1,250 (Wurm and Hattori 1981). Total users in all countries: 2,750.	Uma’ Lasan
xkr	No known L1 speakers. Ethnic population: 6,000 (Crevels 2007).	Xakriabá
xks	3,400 (2004 SIL).	Kumbewaha
xkp		Kabatei
xkq	500 (Mead 1999).	Koroni
xkv	65,400 (2015 UNSD).	Kgalagadi
xkw	20 (Wurm 2000). Ethnic population: 50.	Kembra
xkt	2,300 (2003 GILLBT). 280–400 in Sandema District, probably about 280 in Kpaliwongo.	Kantosi
xku	1,500 (2007 census).	Kaamba
nxu		Narau
nxq	300,000 (2000 census). 100,000 monolinguals. Ethnic population: 300,000.	Naxi
nxr	5,150 (2000 census). 2,060 monolinguals. Total users in all countries: 6,150.	Ninggerum
nxx	1,630 (1975 SIL).	Nafri
nxe	50,000 (Forth 1993).	Nage
nxd	220,000 (1995).	Ngando
nxg	60,000 (1995).	Ngad’a
nxa	15,000 (2010 census).	Nauete
nxl	1,500 (1995 SIL).	Nuaulu, South
nxo	1,000 (2016). P. Medjo-Mvé.	Ndambomo
nxn	No known L1 speakers.	Ngawun
nxi	100.	Nindi
nxk	2,000 (2004 SIL).	Naga, Kokak
tkf	No known L1 speakers.	Tukumanféd
oss	451,000 (2010 census). Ethnic population: 529,000 (2010 census). Total users in all countries: 617,570.	Ossetic
osu	200 (2000 M. Crowther). Ethnic population: 300 (2000 census).	One, Southern
ost	400 (2002 SIL).	Osatu
osi	300,000 (2000 census).	Osing
oso	19,000 (2000).	Ososo
osa	10 (Golla 2007). Ethnic population: 11,000 (Golla 2007).	Osage
tkb	43,000 (IMA 1997).	Buksa
ver	104,000 (2000). Total users in all countries: 110,520.	Mom Jango
vep	1,640 (2010 census). Ethnic population: 5,940 (2010 census).	Veps
tka	No known L1 speakers. Ethnic population: 1,330 (1999).	Truká
tkn	5,100 (2004).	Toku-No-Shima
ved	Ethnic population: 2,500 (2002).	Veddah
vec	3,800,000 (2002). Total users in all countries: 7,852,500.	Venetian
ven	2,910,000 in South Africa, all users. L1 users: 1,210,000 (2013 UNSD), increasing. L2 users: 1,700,000 (Webb 2002). Total users in all countries: 3,001,400 (as L1: 1,301,400; as L2: 1,700,000).	Venda
veo	No known L1 speakers.	Ventureño
vel		Veluws
vem	10,000 (1993). Total users in all countries: 11,000.	Vemgo-Mabas
lra	11,300 (2000). Total users in all countries: 23,300.	Bakati’, Rara
lrc	1,500,000 (2001). Ethnic population: 1,700,000 (2001).	Luri, Northern
lrg	23 (2006 census).	Laragia
lri	155,000 (2009 census).	Olumarachi
lrk	20,000 (1998).	Loarki
lrm	152,500 (2009 census).	Olumarama
lrl	112,000 (2014 J. Leclerc), increasing. Ethnic population: 100,000.	Lari
lro	40,000 (Kuku 2012).	Laro
lrn	220 (2011 SIL).	Lorang
lrr	2,500 (2011 SIL), decreasing.	Yamphu, Southern
lrt	20,000 (2007).	Malay, Larantuka
lrv	680 (Lynch and Crowley 2001).	Larevat
lrz	2 (2008 A. François).	Lemerig
tkv	1,000 (2012 SIL).	Mur Pano
tkt	106,000 (2006). Population for all Tharu varieties: 1,530,000 (2011 census).	Tharu, Kathariya
tkr	11,700 (2011 UNSD). Total users in all countries: 22,300.	Tsakhur
tks	374,000 (2014 J. Leclerc).	Takestani
tkp	1,800 (2012 A. François).	Tikopia
zrs	3,300 (1996 SIL).	Mairasi
zrp	No known L1 speakers.	Zarphatic
zrg	60,000 (1998 N. Lima).	Mirgan
tkx	100 (2000 SIL).	Tangko
zro	5 (2007 UNESCO). About 20 elderly Záparo still have some variable degree of knowledge of the language (Crevels 2007). Ethnic population: 200 (2007 UNESCO).	Záparo
zrn	2,240 (1993 census).	Zerenkel
ydk	770 (2003 SIL).	Yoidik
ydg	6,150 (2000).	Yidgha
ydd	634,000 (1991). Total users in all countries: 1,546,280.	Yiddish, Eastern
yde	180 (2000 census). Ethnic population: 180 (2000 census).	Yangum Dey
yda	Few speakers reported in 2012.	Yanda
ipk	A macrolanguage. Population total all languages: 5,580	Inupiaq
ipi	26,000 (2002 SIL), increasing. 13,000 monolinguals.	Ipili
ipo	600 (2016 SIL).	Ipiko
gzn	2,900 (1982 D. Teljeur).	Gane
gzi	7,030 (2000).	Gazi
gza	2,600 (2007 A. Krell). Total users in all countries: 3,000.	Ganza
ssx	3,130 (Wurm and Hattori 1981).	Samberigi
fpe	76,000, all users. L1 users: 6,000 (2011 S. Smith), increasing. L2 users: 70,000 (2011 S. Smith). Very few monolinguals. Ethnic population: 6,000.	Equatorial Guinean Pidgin
sst	50,100 (Wurm and Hattori 1981).	Sinasina
ssl	30,000 (2003 GILLBT). 219,000 Sisaala (2010 census).	Sisaala, Western
sso	300 (Wurm 2000). In 1990, 4,780 speakers were reported and language use was vigorous. The 1998 tsunami almost completely annihilated the population. Number of surviving speakers unlikely to exceed a few hundred (Wurm 2007).	Sissano
ssn	12,600 (2009 census), increasing.	Waata
ssh	21,600 (2014). Total users in all countries: 31,600.	Arabic, Shihhi Spoken
ttz	4,790 (2000).	Tsum
tty	2,000 (2015 C. Wanarahardja).	Sikaritai
tts	15,000,000 (1983 SIL). At least 1,000,000 in Bangkok. Kalerng has a few thousand speakers (1990 A. Diller).	Thai, Northeastern
ttr	101,000 (2000).	Tera
ttq	450,000 (1998). Total users in all countries: 801,000.	Tamajaq, Tawallammat
ttp	1,100 (Mead and Mead 1991).	Tombelala
ttw	600 (Wurm and Hattori 1981).	Long Wat
ttv	5,100 (2000 census).	Titan
ttu	600 (1963 SIL).	Torau
ttt	22,800 (2011 UNSD). Total users in all countries: 32,810.	Tat, Muslim
ttk	No known L1 speakers. Ethnic population: 3,550 (Crevels 2007).	Totoro
ttj	846,000 (2014 census), increasing. Census based on tribal affiliation. 35,400 Tuku (2014 census).	Tooro
tti	100 (Wurm 2007).	Tobati
tth	30,900 (1995 census). 21,500 monolinguals. Total users in all countries: 49,900.	Ta’oih, Upper
tto	15,800 (2000).	Ta’oih, Lower
ttn	120 (1975 SIL).	Towei
ttm	210 (2011 census). Ethnic population: 1,100 (Golla 2007).	Tutchone, Northern
ttl	1,120 (2010 census).	Totela
ttc	4,900 (2002). Total users in all countries: 4,971.	Tektiteko
ttb	10,000 (1997 R. Boyd).	Gaa
ttg	16,600 (2006 SIL).	Tutong
ttf	1,000 (Dimmendaal and Voeltz 2007).	Tuotomb
tte	2,400 (2007 SIL), increasing. 720 monolinguals.	Bwanabwana
ttd	7,000 (2000 census).	Tauade
jig	52 (2006 census).	Djingili
jid	6,000 (1999 R. Blench). 4,000 Bu and 2,000 Ninkada.	Bu
djr	2,760 (2006 census).	Djambarrpuyngu
dju	1,640 (2003 SIL).	Kapriman
jic	350 (1997). Ethnic population: 19,600 (1990 Educación Comunitaria para la Salud-Honduras). 19,000 in Yoro Department.	Tol
djw	No known L1 speakers (Wurm 2003).	Djawi
jia	1,500 (Tourneux 2004). 40,000 all Kotoko languages (Tourneux 2004).	Jina
jio	52,300 (Wurm et al 1987).	Jiamao
jil	650 (2000 census).	Jilim
jim	3,500 (1982 SIL).	Jimi
jih	4,100 (2004).	sTodsde
jii	20,000 (1998 J. Leclerc).	Jiiddu
dja	No known L1 speakers. Date of the last speaker’s death unknown.	Djadjawurrung
djc	34,000 (1993 census).	Daju, Dar Daju
djb	45 (2006 census).	Djinba
dje	3,280,000 (2015). Total users in all countries: 3,370,100.	Zarma
djd	120 (2006 census).	Djamindjung
djf	No known L1 speakers.	Djangun
dji	210 (2006 census). 170 Djinang, 43 Wulaki (2006 census).	Djinang
djk	21,700 (2013). 1,550 monolinguals. Total users in all countries: 39,700.	Aukan
djj	340, all users. 240 (2006 census). 100 (1991).	Djeebbana
djm	130,000 (1998 J. Durieux).	Dogon, Jamsay
djo	37,000 (2007 SIL).	Jangkang
djn	43 (2006 census).	Djauan
bly	1,500 (2002 SIL).	Notre
blx	5,000 (1998 SIL), increasing. Ethnic population: 30,000. All Ayta in Zambales, Pampanga, and Tarlac regions.	Ayta, Mag-Indi
blz	31,000, all users. 30,000 (2000 SIL), increasing. 1,000 (2015 R. Busenitz). 1,500 monolinguals (2015 R. Busenitz).	Balantak
blt	699,000 (2002 SIL). Total users in all countries: 762,700.	Tai Dam
blw	21,300 (2000), decreasing. No monolinguals.	Balangao
blv	2,630 (2000).	Kibala
blq	2,000 (2000 census).	Baluan-Pam
blp	1,770 (1999 SIL).	Blablanga
bls	3,200 (Himmelmann 2001).	Balaesang
blr	42,000 (2000 census). Total users in all countries: 55,200.	Blang
blm	65,000 (2009 SIL).	Beli
blo	33,600 (2011 SIL). Total users in all countries: 48,900.	Anii
bln	135,000 (2000 census). Speakers of all Bikol languages: 4,580,000 (2000 census).	Bikol, Southern Catanduanes
bli	100,000 (2000).	Bolia
blh	22,500 (2015).	Kuwaa
blk	560,000 (1983 census). Total users in all countries: 560,740.	Pa’o
blj	30,000 (Kawi et al 2002).	Bulungan
ble	354,000 (2016). Total users in all countries: 380,000.	Balanta-Kentohe
bld	23,000 (Sneddon and Usup 1986). Atinggola 16,000, Bolango 7,000.	Bolango
hch	47,600 (2011 UNSD).	Huichol
blf	96,000 (2000 census).	Buol
bla	3,250 (2011 census), decreasing. Few monolinguals. Ethnic population: 15,000. Total users in all countries: 3,350.	Blackfoot
blc	17 (FPCC 2014). 510 semi-speakers (FPCC 2014). Ethnic population: 1,660 (FPCC 2014).	Bella Coola
blb	8,740 (1999 SIL).	Bilua
onj	150 (Wurm 2000).	Onjob
onk	300 (2000 M. Crowther). Ethnic population: 300.	One, Kabore
oni	500 (Wurm 2000).	Onin
onn	1,200, all users. 1,000 (2010 SIL). 200. 500 monolinguals.	Onobasulu
ono	40 (Golla 2007). Total users in all countries: 52.	Onondaga
onb	600,000 (2000 Liang Min). 350,000 Lincheng, 170,000 Qiongshan. 100,000 monolinguals.	Lingao
ona	No known L1 speakers (Crevels 2007). The ethnic group disintegrated by early 20th century; last speakers died in the 1970s (Crevels 2007).	Ona
ong	13,700 (2003 SIL).	Olo
one	180 (2011 census). Ethnic population: 3,000 (Golla 2007). On Thames River near London, Ontario. Total users in all countries: 192.	Oneida
onx	No known L1 speakers. Ethnic population: No ethnic community.	Onin Based Pidgin
onr	2,000 (2000 M. Crowther). Ethnic population: 2,000.	One, Northern
ons	11,000, all users. 10,000 (2011 SIL), increasing. Population increase due to Bakesu Revival Church activity. 1,000 (Voegelin and Voegelin 1977).	Ono
onp	1,000 (2005).	Sartang
ont	3,000 (1996 SIL).	Ontenu
onu	750 (1999), increasing. 50 in Bush Unua.	Unua
uky	No known L1 speakers. Estimated 40 speakers in 1975, but the date of last speaker’s death unknown.	Kuuk-Yak
ukw	150,000 (1973 SIL).	Ukwuani-Aboh-Ndoni
uku	14,100 (2000).	Ukue
fmu	400,000 (2007).	Muria, Far Western
uks	No known L1 users. Ferreira Brito 1984 reported 5 deaf and less than 500 hearing, but unconfirmed reports say no users remain. Deaf users were monolingual.	Kaapor Sign Language
ukr	32,600,000 (2003 UNSD). Ethnic population: 37,500,000 (2001 census). Total users in all countries: 34,710,100.	Ukrainian
fmp	140,000 (2005 SIL). Based on the population of the subdivision where the Fe’fe’ people are present; this is the best estimate available since the 1982 census (2014 C. Hamm).	Fe’fe’
ukp	21,500 (2013 SIL).	Ukpe-Bayobiri
lnu	32,000 (1973 SIL).	Longuda
ukl	54,000 (2008 WFD). Other population figures refer to audiological deafness: 43,000 registered Ukrainian nationals with hearing impairments (2015 Ukrainian Society of the Deaf); 223,000 (2016 IMB).	Ukrainian Sign Language
ukk	4,500 (2016 E. Hall).	Muak Sa-aak
ukh	2,000 (1996 SIL).	Ukhwejo
ukg	170 (2003 SIL).	Ukuriguma
rmx	200 (2013 SIL). Ethnic population: 440 (2009 census).	Romam
uka	600 (1986 SIL).	Kaburi
lnm	420 (2003 SIL).	Langam
rmc	123,000 (2013 UNSD). Total users in all countries: 157,010.	Romani, Carpathian
rzh	62,900 (2004 census).	Rāziḥī
rma	740 (2009 UNSD). Ethnic population: 900 (2000 C. Grinevald).	Rama
lni	600 (2007 SIL).	Daantanai’
rmg		Norwegian, Traveller
sak	8,000 (Idiata 2007).	Sake
saj	7,500 (Voorhoeve and Visser 1987). 3,500 in Tala’i, 4,000 in Pa’disua.	Sahu
sah	450,000 (2010 census). Ethnic population: 478,000 (2010 census).	Yakut
sao	250 (Wurm 2000).	Sause
san	208,100 in India, all users. 14,100 (2001 census). 194,000. Total users in all countries: 211,100 (as L1: 14,100; as L2: 197,000).	Sanskrit
sam	No known L1 speakers. Ethnic population: 620 (1999 H. Mutzafi). Total users in all countries: none known.	Samaritan Aramaic
sac	250 (Golla 2007). 200 Mesquakie in Iowa, more than 50 Sac and Fox in central Oklahoma, a few Nemaha Sauks on the Kansas-Nebraska border (Golla 2007). Ethnic population: 760 Fox.	Meskwaki
sab	18,000 (2012 SIL).	Buglere
saa	1,340 (2000).	Saba
rme	90,000 (Hancock 1990b). Total users in all countries: 99,200.	Angloromani
sag	4,950,000 in Central African Republic, all users. L1 users: 350,000 (1988 census). L2 users: 4,600,000. Total users in all countries: 5,049,000 (as L1: 449,000; as L2: 4,600,000).	Sango
saf	5,000 (2013 UNSD), increasing.	Safaliba
sae	7 (Moore 2006). Ethnic population: 40 (Crevels 2007).	Sabanê
sad	60,000 (Brenzinger 2013).	Sandawe
saz	185,000 (2001 census). Each listed district has communities of at least 5,000.	Saurashtra
say	300,000 (2013 SIL). 7,000 Sigidi (1995 CAPRO).	Saya
sax	2,500 (Lynch and Crowley 2001).	Sa
rmk	630 (2003 SIL).	Romkun
sas	2,100,000 (1989). Ethnic population: 3,170,000 (2011 census).	Sasak
sar	No known L1 speakers.	Saraveca
saq	237,000 (2009 census), increasing. Ilchamus 27,300, Njemps 5,300 (2009 census).	Samburu
saw	3,500 (1993 R. Doriot).	Sawi
sav	200,000 (2012), increasing.	Saafi-Saafi
sau	4,800 (1989 SIL).	Saleman
sat	5,940,000 (2001 census). Total users in all countries: 6,220,280 (as L1: 6,219,300; as L2: 980).	Santhali
zoc	10,000 (1990 census).	Zoque, Copainalá
zoh	4,500 (1990 census). 15 monolinguals.	Zoque, Chimalapa
rmn	101,000 (2013 UNSD). 100,000 Arlija. Total users in all countries: 763,670 (as L1: 563,670; as L2: 200,000).	Romani, Balkan
zom	61,000 (2012 P. Tungdim). Total users in all countries: 81,900.	Zo
zoo	100 (1990 census). Ethnic population: 2,480 (1990 census).	Zapotec, Asunción Mixtepec
zoq	12 (2016 J. Rangel).	Zoque, Tabasco
zor	2,100 (1990 census). 20 monolinguals (1990 census). Ethnic population: 10,400 (1990 census).	Zoque, Rayón
zos	20,000 (1990 census).	Zoque, Francisco León
lnb	200 (2002 J. Leclerc).	Mbalanhu
axx	760 (2009 census).	Xârâgurè
axg	No known L1 speakers. Ethnic population: 150 (1994 ISA).	Arára, Mato Grosso
axe	No known L1 speakers.	Ayerrerenge
axk	15,000 (1996). Total users in all countries: 30,000.	Yaka
axl	No known L1 speakers.	Aranda, Lower Southern
xml	58,700 (2013 census).	Malaysian Sign Language
xmm	2,350,000, all users. 850,000 (2001). 1,500,000.	Malay, Manado
xmo	100 (2000).	Morerebi
xmh	20 (2005 AUSTLANG).	Kuku-Muminh
xmj	500 (Tourneux 2004). 40,000 all Kotoko languages (Tourneux 2004).	Majera
xmd	6,000 (2001 SIL).	Mbudum
xmf	344,000 (2015 J. Leclerc). Total users in all countries: 345,530.	Mingrelian
xmg	20,000 (1993 SIL).	Mengaka
xma	20,000 (1998 J. Leclerc).	Mushungulu
xmb	1,490 (2000).	Mbonga
xmc	300,000 (2010 J. Leclerc).	Makhuwa-Marrevone
xmx	600 (Remijsen 2001).	Maden
xmy	No known L1 speakers.	Mayaguduna
xmz	14,000 (1988 D. Mead).	Mori Bawah
xmt	1,250 (Remijsen 2001).	Matbat
xmu	No known L1 speakers.	Kamu
xmv	156,000 (2011 SIL).	Malagasy, Antankarana
xmw	1,615,000 (2011 SIL).	Malagasy, Tsimihety
xmp	No known L1 speakers.	Kuku-Mu’inh
xmq	No known L1 speakers.	Kuku-Mangk
xms	63,400. 63,400 sign language users, 155,000 total deaf (2008 WFD). 165,000 (2014 IMB).	Moroccan Sign Language
vkp	750 (1998 J. Clements). 250 families (2002).	Korlai Creole Portuguese
vkt	210,000 (Wurm and Hattori 1981). 100,000 in Tenggarong, 60,000 in Ancalong, 50,000 in Northern Kutai.	Malay, Tenggarong Kutai
vku	10 (2005 AUSTLANG).	Kurrama
vki		Ija-Zuba
vkj	1,000 (Bender 1983b).	Kujarge
vkk	40,000 (2000 census).	Kaur
vkl	22,000 (Mead 1999), increasing.	Kulisusu
